failure_code,hours_since_failure,retry_count,payment_method,is_subscription,success
do_not_honor,0.06,0,wallet,True,0
debit_instrument_blocked,43.09,2,wallet,False,0
insufficient_funds,25.48,2,netbanking,False,1
card_declined,8.91,2,wallet,False,0
insufficient_funds,13.4,2,netbanking,False,0
card_declined,23.89,1,upi,False,0
insufficient_funds,5.06,3,netbanking,False,1
card_declined,4.1,0,upi,True,0
card_declined,65.95,0,wallet,True,0
do_not_honor,22.47,3,card,False,0
insufficient_funds,70.72,0,upi,True,1
debit_instrument_blocked,69.43,0,card,False,0
insufficient_funds,10.27,0,netbanking,False,0
insufficient_funds,51.47,0,wallet,False,1
card_declined,43.26,0,netbanking,False,0
payment_timed_out,49.73,2,upi,False,0
do_not_honor,6.93,2,wallet,False,0
do_not_honor,13.58,0,wallet,True,0
payment_timed_out,5.52,3,card,True,0
mandate_revoked,43.5,0,netbanking,True,0
insufficient_funds,71.03,2,wallet,True,1
payment_timed_out,48.38,3,card,False,0
insufficient_funds,51.17,2,upi,True,1
debit_instrument_blocked,70.89,1,upi,True,0
insufficient_funds,48.82,0,netbanking,False,1
insufficient_funds,2.89,0,wallet,False,0
payment_timed_out,62.42,3,netbanking,False,0
mandate_revoked,26.26,1,netbanking,False,0
debit_instrument_blocked,0.31,0,card,False,0
card_declined,36.52,2,card,True,0
debit_instrument_blocked,67.47,2,upi,False,0
debit_instrument_blocked,18.53,0,card,True,0
payment_timed_out,35.39,0,netbanking,False,0
payment_timed_out,12.51,0,wallet,False,0
do_not_honor,4.15,0,wallet,False,0
card_declined,5.8,2,wallet,False,0
payment_timed_out,52.34,0,upi,False,0
insufficient_funds,62.21,2,wallet,False,0
card_declined,10.32,0,upi,False,1
insufficient_funds,20.76,3,netbanking,False,0
debit_instrument_blocked,14.04,2,wallet,False,0
insufficient_funds,1.93,1,wallet,True,0
insufficient_funds,39.85,1,netbanking,False,1
do_not_honor,50.39,0,card,True,0
insufficient_funds,46.65,0,netbanking,False,1
insufficient_funds,27.94,2,netbanking,True,0
card_declined,39.96,0,netbanking,False,1
debit_instrument_blocked,6.78,2,card,True,0
insufficient_funds,11.11,1,card,True,0
payment_timed_out,67.09,0,netbanking,False,0
do_not_honor,54.83,2,upi,True,0
mandate_revoked,66.44,2,wallet,False,0
payment_timed_out,66.0,2,upi,False,0
insufficient_funds,46.76,0,wallet,False,1
insufficient_funds,66.83,2,upi,True,0
insufficient_funds,30.0,3,netbanking,False,1
insufficient_funds,0.26,1,card,False,1
card_declined,4.51,3,netbanking,False,0
insufficient_funds,7.88,2,card,True,0
payment_timed_out,6.87,1,wallet,False,0
card_declined,25.32,3,upi,False,0
card_declined,50.49,3,wallet,False,0
insufficient_funds,56.93,0,netbanking,True,1
do_not_honor,42.5,3,wallet,True,0
card_declined,10.54,0,upi,True,0
card_declined,53.85,0,upi,False,0
insufficient_funds,25.55,0,card,False,1
insufficient_funds,0.94,1,card,False,0
debit_instrument_blocked,20.2,3,wallet,False,0
payment_timed_out,23.8,2,wallet,True,0
payment_timed_out,19.75,2,card,False,0
payment_timed_out,58.45,0,wallet,True,0
card_declined,54.71,2,upi,True,0
mandate_revoked,50.08,1,netbanking,False,0
insufficient_funds,10.01,1,upi,True,0
debit_instrument_blocked,58.16,1,netbanking,False,0
insufficient_funds,48.76,0,card,False,0
card_declined,14.03,3,card,False,0
card_declined,46.66,2,card,False,0
insufficient_funds,34.81,1,card,False,0
insufficient_funds,31.63,0,wallet,True,0
payment_timed_out,8.07,3,wallet,False,0
mandate_revoked,37.32,1,card,False,0
card_declined,7.2,1,card,False,0
debit_instrument_blocked,11.83,2,netbanking,True,0
do_not_honor,9.54,0,netbanking,True,0
payment_timed_out,68.7,2,upi,False,0
do_not_honor,20.51,3,netbanking,False,0
insufficient_funds,25.57,1,wallet,False,1
insufficient_funds,23.19,0,wallet,False,0
do_not_honor,64.67,0,netbanking,True,0
do_not_honor,40.53,0,card,False,0
insufficient_funds,66.18,2,card,True,1
payment_timed_out,21.59,1,netbanking,True,0
card_declined,8.27,0,card,False,0
do_not_honor,40.05,2,upi,False,0
card_declined,24.88,0,netbanking,False,0
payment_timed_out,57.74,1,upi,False,1
payment_timed_out,63.32,3,wallet,False,0
payment_timed_out,34.03,0,card,False,0
card_declined,69.94,0,card,True,0
do_not_honor,39.82,1,upi,True,0
payment_timed_out,19.51,2,upi,False,0
insufficient_funds,35.21,0,wallet,False,1
insufficient_funds,2.69,3,netbanking,False,0
card_declined,57.89,0,wallet,True,0
do_not_honor,7.3,3,wallet,False,0
insufficient_funds,22.23,2,upi,False,1
insufficient_funds,40.7,0,card,False,1
card_declined,3.09,0,wallet,False,0
insufficient_funds,5.71,0,card,False,1
do_not_honor,50.12,1,netbanking,True,0
payment_timed_out,5.17,1,netbanking,False,0
insufficient_funds,34.35,2,netbanking,False,1
debit_instrument_blocked,24.39,1,wallet,True,0
insufficient_funds,16.42,2,wallet,False,1
insufficient_funds,13.59,1,netbanking,False,1
insufficient_funds,54.97,1,netbanking,False,1
insufficient_funds,68.51,1,card,False,0
insufficient_funds,10.09,1,upi,False,1
insufficient_funds,69.1,3,netbanking,True,0
insufficient_funds,42.82,0,upi,False,1
insufficient_funds,46.2,1,netbanking,False,1
card_declined,51.11,3,card,False,0
card_declined,50.7,2,wallet,False,0
payment_timed_out,59.03,0,wallet,True,0
payment_timed_out,34.81,3,netbanking,False,0
payment_timed_out,38.4,0,netbanking,True,0
debit_instrument_blocked,23.32,0,card,True,0
do_not_honor,7.58,1,card,False,0
insufficient_funds,47.85,2,upi,False,0
insufficient_funds,2.42,0,upi,False,0
insufficient_funds,19.85,3,netbanking,False,0
insufficient_funds,6.78,0,wallet,True,0
card_declined,13.73,3,upi,False,0
payment_timed_out,45.99,0,card,True,0
insufficient_funds,45.25,1,netbanking,False,0
payment_timed_out,30.32,2,netbanking,False,0
payment_timed_out,6.49,1,netbanking,False,0
insufficient_funds,31.2,2,netbanking,True,0
do_not_honor,25.4,2,upi,False,0
insufficient_funds,51.87,2,card,False,0
debit_instrument_blocked,41.69,1,card,False,0
insufficient_funds,35.39,3,upi,True,0
do_not_honor,35.06,2,card,True,0
debit_instrument_blocked,69.57,1,card,False,0
mandate_revoked,54.45,2,wallet,True,0
do_not_honor,35.78,3,card,False,0
do_not_honor,34.5,3,wallet,False,0
card_declined,1.91,2,netbanking,True,0
do_not_honor,67.86,3,netbanking,False,0
insufficient_funds,22.98,3,wallet,False,0
payment_timed_out,18.43,1,wallet,True,0
payment_timed_out,71.96,2,upi,False,0
do_not_honor,51.75,0,card,True,0
payment_timed_out,3.41,1,netbanking,False,0
payment_timed_out,4.46,3,wallet,False,0
card_declined,1.84,1,upi,False,0
insufficient_funds,43.17,3,card,True,1
insufficient_funds,5.15,1,upi,False,0
payment_timed_out,67.2,0,upi,True,1
payment_timed_out,67.46,0,wallet,False,0
insufficient_funds,39.32,2,upi,True,0
payment_timed_out,44.4,1,wallet,False,0
payment_timed_out,21.02,2,wallet,True,0
payment_timed_out,4.61,0,wallet,False,1
payment_timed_out,53.1,1,upi,False,1
card_declined,7.33,0,upi,True,0
insufficient_funds,6.16,1,card,False,0
mandate_revoked,22.41,3,netbanking,True,0
debit_instrument_blocked,0.9,0,wallet,False,0
payment_timed_out,31.25,2,card,True,0
payment_timed_out,50.95,0,upi,True,0
payment_timed_out,57.7,2,wallet,False,0
do_not_honor,43.51,3,wallet,False,0
card_declined,60.97,1,netbanking,False,0
do_not_honor,29.27,0,netbanking,False,0
payment_timed_out,61.11,2,wallet,True,0
card_declined,36.47,1,card,True,0
insufficient_funds,16.06,3,upi,False,0
card_declined,67.98,3,netbanking,False,0
insufficient_funds,19.8,2,card,True,1
card_declined,1.89,2,wallet,False,1
do_not_honor,17.47,2,wallet,False,0
insufficient_funds,26.4,2,card,False,0
card_declined,25.3,1,card,False,0
insufficient_funds,37.78,3,card,False,0
card_declined,63.59,1,netbanking,False,0
insufficient_funds,21.05,0,netbanking,False,0
debit_instrument_blocked,37.5,2,netbanking,True,0
insufficient_funds,24.49,2,netbanking,True,0
mandate_revoked,59.17,3,wallet,True,0
do_not_honor,11.35,1,card,False,0
card_declined,7.45,1,upi,True,0
do_not_honor,36.22,2,wallet,False,0
do_not_honor,48.38,1,wallet,False,0
mandate_revoked,57.28,3,netbanking,False,0
insufficient_funds,42.45,1,card,False,0
card_declined,55.72,3,card,False,0
insufficient_funds,28.28,1,card,True,1
card_declined,2.37,0,upi,False,0
insufficient_funds,8.36,3,netbanking,False,0
card_declined,2.79,2,card,True,0
card_declined,23.68,2,card,False,0
payment_timed_out,35.68,2,netbanking,False,0
payment_timed_out,25.65,1,wallet,True,0
do_not_honor,40.36,3,upi,False,0
do_not_honor,34.6,1,wallet,False,0
payment_timed_out,48.81,3,netbanking,False,0
card_declined,48.02,1,wallet,True,0
debit_instrument_blocked,22.9,0,card,True,0
insufficient_funds,24.93,0,wallet,False,1
insufficient_funds,42.13,3,netbanking,False,0
insufficient_funds,42.94,2,netbanking,False,0
card_declined,22.66,1,netbanking,False,0
payment_timed_out,23.78,3,card,True,0
do_not_honor,49.97,2,netbanking,False,0
card_declined,46.61,2,wallet,False,0
payment_timed_out,9.72,2,wallet,False,0
debit_instrument_blocked,31.76,0,upi,False,0
do_not_honor,64.27,0,netbanking,False,0
insufficient_funds,2.61,2,wallet,True,0
payment_timed_out,61.57,0,netbanking,False,0
payment_timed_out,11.75,2,card,False,0
insufficient_funds,36.52,0,card,False,1
insufficient_funds,30.55,1,netbanking,True,0
debit_instrument_blocked,0.73,2,netbanking,False,0
payment_timed_out,65.91,2,card,True,0
payment_timed_out,32.75,3,card,True,0
card_declined,68.71,2,card,True,0
card_declined,20.65,0,upi,False,0
debit_instrument_blocked,62.37,3,upi,False,0
do_not_honor,66.41,0,upi,False,0
payment_timed_out,40.09,0,card,False,0
payment_timed_out,14.59,3,netbanking,False,0
mandate_revoked,49.34,0,card,False,0
card_declined,39.53,2,wallet,False,0
mandate_revoked,68.01,1,upi,False,0
insufficient_funds,31.63,3,card,True,1
do_not_honor,19.33,0,upi,True,0
card_declined,9.96,0,card,False,0
insufficient_funds,50.3,1,netbanking,False,1
card_declined,70.14,1,card,False,0
card_declined,2.04,3,card,True,0
insufficient_funds,53.31,2,netbanking,False,0
payment_timed_out,66.74,0,wallet,False,1
do_not_honor,5.38,3,upi,False,0
insufficient_funds,7.93,1,upi,False,0
payment_timed_out,49.82,3,upi,False,0
payment_timed_out,46.65,3,netbanking,False,0
payment_timed_out,4.96,0,wallet,False,0
debit_instrument_blocked,60.08,2,upi,False,0
do_not_honor,37.69,1,upi,False,0
insufficient_funds,65.32,1,netbanking,False,1
mandate_revoked,63.22,1,wallet,False,0
debit_instrument_blocked,58.5,2,netbanking,False,0
insufficient_funds,37.14,1,wallet,False,0
do_not_honor,18.12,0,netbanking,True,1
insufficient_funds,36.43,1,upi,False,1
mandate_revoked,7.26,0,card,False,0
card_declined,47.44,3,wallet,True,0
card_declined,9.65,2,netbanking,False,0
insufficient_funds,36.8,1,upi,True,1
debit_instrument_blocked,3.92,1,upi,False,0
insufficient_funds,21.56,0,netbanking,False,0
insufficient_funds,16.71,1,card,False,0
insufficient_funds,44.64,3,netbanking,False,1
do_not_honor,56.65,0,card,False,0
insufficient_funds,4.13,0,card,False,0
debit_instrument_blocked,61.22,3,netbanking,False,0
card_declined,61.98,2,upi,True,0
insufficient_funds,24.64,0,card,True,1
insufficient_funds,47.45,1,card,False,1
insufficient_funds,28.99,2,wallet,True,0
card_declined,11.1,1,netbanking,False,0
do_not_honor,38.06,1,card,False,0
insufficient_funds,6.22,2,card,True,0
do_not_honor,63.25,2,upi,False,0
insufficient_funds,66.55,3,upi,False,1
do_not_honor,59.16,0,card,False,0
debit_instrument_blocked,40.5,1,wallet,False,0
do_not_honor,40.15,0,upi,True,0
card_declined,70.89,2,upi,False,0
do_not_honor,17.85,2,netbanking,False,0
insufficient_funds,5.47,1,upi,False,1
insufficient_funds,40.46,2,wallet,False,0
insufficient_funds,23.67,1,wallet,True,0
payment_timed_out,23.21,0,wallet,False,0
card_declined,0.51,2,card,False,0
card_declined,42.93,1,card,True,0
do_not_honor,19.01,1,card,False,0
insufficient_funds,13.53,1,upi,False,1
card_declined,2.91,3,netbanking,False,0
insufficient_funds,26.23,0,wallet,True,1
insufficient_funds,63.29,1,card,False,0
card_declined,24.24,2,upi,True,0
mandate_revoked,48.89,0,netbanking,False,0
card_declined,54.47,0,card,False,0
insufficient_funds,23.62,2,wallet,True,0
card_declined,59.16,2,wallet,True,0
insufficient_funds,49.82,2,wallet,False,0
debit_instrument_blocked,40.27,0,card,True,0
card_declined,0.07,3,wallet,False,0
insufficient_funds,2.53,1,upi,False,0
insufficient_funds,71.34,0,card,False,1
insufficient_funds,56.32,1,card,True,1
mandate_revoked,67.5,0,wallet,True,0
payment_timed_out,64.97,1,netbanking,True,0
do_not_honor,1.47,1,card,False,0
card_declined,57.01,1,upi,False,1
card_declined,32.48,1,wallet,False,0
insufficient_funds,56.85,3,netbanking,True,0
mandate_revoked,0.48,3,wallet,True,0
payment_timed_out,20.75,1,card,True,0
card_declined,54.1,3,upi,False,0
card_declined,57.1,3,card,True,0
card_declined,44.62,3,netbanking,True,0
mandate_revoked,21.69,0,upi,False,0
insufficient_funds,22.35,1,upi,False,0
payment_timed_out,69.61,1,wallet,True,1
payment_timed_out,31.62,0,netbanking,False,0
payment_timed_out,32.19,0,card,True,0
insufficient_funds,39.77,2,netbanking,True,1
insufficient_funds,29.48,1,netbanking,True,1
insufficient_funds,39.79,3,upi,False,0
payment_timed_out,31.13,2,card,False,0
payment_timed_out,59.52,0,card,False,0
card_declined,65.45,3,upi,False,0
card_declined,67.11,1,upi,True,0
payment_timed_out,40.63,2,card,False,0
payment_timed_out,31.83,3,netbanking,False,0
insufficient_funds,50.78,2,netbanking,False,0
card_declined,60.36,0,wallet,False,0
payment_timed_out,40.53,0,card,False,0
insufficient_funds,50.4,1,netbanking,False,0
payment_timed_out,53.98,0,wallet,True,1
payment_timed_out,48.7,0,netbanking,False,0
insufficient_funds,53.72,3,wallet,False,0
card_declined,15.02,0,upi,False,0
card_declined,35.88,0,wallet,False,0
card_declined,42.36,2,netbanking,False,1
card_declined,0.18,0,netbanking,False,0
card_declined,61.63,1,upi,False,0
payment_timed_out,43.92,3,netbanking,False,0
do_not_honor,9.3,2,wallet,True,0
payment_timed_out,58.78,3,netbanking,True,0
payment_timed_out,51.63,1,upi,True,0
card_declined,54.6,2,card,True,0
payment_timed_out,28.23,0,netbanking,False,0
payment_timed_out,61.5,1,wallet,True,0
card_declined,29.81,0,card,False,0
debit_instrument_blocked,41.08,3,wallet,False,0
debit_instrument_blocked,0.05,0,wallet,False,0
payment_timed_out,46.43,0,card,True,0
payment_timed_out,51.71,1,upi,False,0
do_not_honor,40.83,1,wallet,False,0
payment_timed_out,35.75,1,netbanking,False,0
do_not_honor,58.32,1,wallet,True,0
payment_timed_out,49.06,1,wallet,False,0
insufficient_funds,20.02,3,card,True,0
insufficient_funds,69.05,2,upi,False,1
do_not_honor,50.92,3,wallet,False,0
insufficient_funds,71.13,3,netbanking,True,0
insufficient_funds,69.93,2,upi,False,1
payment_timed_out,66.16,3,netbanking,True,0
insufficient_funds,54.39,0,upi,False,1
payment_timed_out,43.88,3,card,False,0
card_declined,12.4,1,card,False,0
insufficient_funds,39.12,2,card,True,0
do_not_honor,55.11,0,netbanking,True,0
do_not_honor,37.5,0,wallet,False,0
payment_timed_out,62.51,3,card,False,0
insufficient_funds,7.9,1,netbanking,True,0
card_declined,27.43,0,wallet,False,0
insufficient_funds,36.43,2,netbanking,True,1
payment_timed_out,31.13,0,card,False,0
mandate_revoked,7.82,1,netbanking,False,0
mandate_revoked,11.05,2,card,True,0
do_not_honor,60.31,2,card,False,0
payment_timed_out,34.88,1,netbanking,True,0
card_declined,3.51,1,card,False,0
card_declined,1.19,3,upi,False,0
payment_timed_out,34.09,0,wallet,False,0
card_declined,11.84,0,netbanking,False,0
insufficient_funds,50.77,0,upi,False,1
insufficient_funds,57.26,3,card,False,0
payment_timed_out,16.44,1,card,False,0
insufficient_funds,42.64,0,wallet,True,0
insufficient_funds,11.12,0,wallet,False,0
do_not_honor,21.86,0,netbanking,True,1
mandate_revoked,63.99,3,card,False,0
card_declined,39.18,1,upi,False,0
do_not_honor,63.78,0,upi,False,0
mandate_revoked,16.22,0,upi,False,0
insufficient_funds,23.76,2,wallet,False,1
payment_timed_out,33.91,2,upi,True,0
payment_timed_out,34.57,3,netbanking,False,0
insufficient_funds,71.83,0,wallet,False,1
do_not_honor,8.24,0,card,False,0
payment_timed_out,61.34,0,netbanking,True,0
payment_timed_out,62.19,1,wallet,False,0
insufficient_funds,39.83,2,card,True,1
insufficient_funds,24.77,2,card,False,0
debit_instrument_blocked,37.38,0,upi,True,0
insufficient_funds,21.06,2,card,True,0
insufficient_funds,57.54,2,wallet,True,0
insufficient_funds,35.88,0,netbanking,False,1
payment_timed_out,66.66,2,upi,False,1
card_declined,44.83,1,netbanking,False,0
payment_timed_out,37.03,0,netbanking,False,0
insufficient_funds,51.2,1,upi,False,1
insufficient_funds,36.28,3,wallet,True,0
do_not_honor,65.12,2,upi,True,0
card_declined,13.28,1,card,False,0
card_declined,70.08,3,card,False,0
card_declined,58.48,1,netbanking,False,0
do_not_honor,61.97,1,wallet,True,0
insufficient_funds,34.77,0,upi,False,0
payment_timed_out,60.28,3,card,True,0
payment_timed_out,22.09,3,card,False,0
payment_timed_out,54.86,0,wallet,True,0
do_not_honor,10.11,2,wallet,False,0
payment_timed_out,22.11,3,card,False,0
do_not_honor,32.09,2,netbanking,False,0
do_not_honor,23.21,0,wallet,True,0
payment_timed_out,27.87,3,wallet,False,0
debit_instrument_blocked,59.05,1,netbanking,True,0
card_declined,18.48,1,netbanking,False,0
do_not_honor,53.66,1,wallet,True,0
payment_timed_out,5.31,3,upi,True,0
payment_timed_out,55.13,2,card,False,0
payment_timed_out,57.03,2,netbanking,True,0
insufficient_funds,28.92,3,upi,True,0
payment_timed_out,52.02,3,netbanking,False,0
debit_instrument_blocked,65.89,3,wallet,False,0
card_declined,57.65,3,upi,False,0
insufficient_funds,28.11,3,wallet,True,0
payment_timed_out,34.86,3,card,False,0
insufficient_funds,56.11,2,wallet,False,1
insufficient_funds,21.07,0,netbanking,True,0
debit_instrument_blocked,57.88,0,upi,False,0
payment_timed_out,23.62,3,netbanking,True,0
payment_timed_out,58.03,1,upi,False,0
card_declined,6.25,3,upi,False,0
insufficient_funds,3.2,3,wallet,False,0
insufficient_funds,71.83,2,wallet,False,1
card_declined,62.6,3,upi,True,0
card_declined,63.57,1,card,True,0
mandate_revoked,68.49,1,upi,False,0
card_declined,31.56,3,card,False,0
payment_timed_out,20.65,3,wallet,False,0
do_not_honor,9.36,0,upi,True,0
debit_instrument_blocked,36.09,3,netbanking,False,0
card_declined,15.84,1,wallet,False,0
mandate_revoked,67.36,3,wallet,True,0
do_not_honor,0.29,2,card,False,0
do_not_honor,10.31,2,netbanking,False,0
insufficient_funds,17.75,0,card,False,1
card_declined,14.32,1,upi,False,0
payment_timed_out,16.26,2,upi,False,0
card_declined,47.24,3,netbanking,False,0
card_declined,23.58,0,netbanking,False,0
mandate_revoked,44.28,0,netbanking,False,0
mandate_revoked,64.1,2,wallet,True,0
insufficient_funds,43.38,1,netbanking,True,0
card_declined,50.01,3,card,False,0
card_declined,26.32,0,card,True,0
payment_timed_out,11.5,1,wallet,True,0
insufficient_funds,23.08,0,wallet,False,0
insufficient_funds,69.43,2,upi,False,0
do_not_honor,44.77,3,wallet,True,0
payment_timed_out,19.98,0,upi,False,0
mandate_revoked,32.47,1,wallet,False,0
payment_timed_out,60.16,3,netbanking,False,0
mandate_revoked,48.13,0,netbanking,False,0
payment_timed_out,40.37,3,netbanking,False,0
do_not_honor,63.73,3,netbanking,True,0
insufficient_funds,48.42,0,card,False,1
card_declined,46.28,0,wallet,False,1
do_not_honor,13.66,2,netbanking,False,0
debit_instrument_blocked,7.66,0,netbanking,False,0
do_not_honor,69.49,2,card,False,0
insufficient_funds,43.12,0,upi,True,1
payment_timed_out,29.93,2,netbanking,True,0
insufficient_funds,42.41,1,card,False,1
insufficient_funds,4.45,2,netbanking,True,0
card_declined,59.19,3,card,False,0
card_declined,15.6,1,wallet,False,0
do_not_honor,57.93,2,netbanking,False,0
do_not_honor,38.48,2,card,True,0
card_declined,19.91,3,netbanking,False,0
do_not_honor,2.18,0,netbanking,True,0
insufficient_funds,58.74,0,netbanking,False,1
insufficient_funds,12.71,1,netbanking,True,1
card_declined,3.73,2,wallet,False,0
do_not_honor,54.42,3,card,False,0
insufficient_funds,25.2,1,card,False,0
payment_timed_out,28.03,0,card,False,0
card_declined,17.79,2,netbanking,True,0
insufficient_funds,61.86,2,wallet,False,1
payment_timed_out,21.41,1,netbanking,False,0
debit_instrument_blocked,15.13,0,upi,False,0
card_declined,22.27,3,wallet,True,0
insufficient_funds,14.63,3,wallet,False,1
do_not_honor,22.87,2,card,False,0
payment_timed_out,5.97,2,upi,False,0
do_not_honor,11.41,1,card,False,0
insufficient_funds,30.03,1,wallet,True,0
card_declined,63.32,0,netbanking,False,0
payment_timed_out,4.12,0,upi,False,0
insufficient_funds,15.31,1,upi,False,1
debit_instrument_blocked,65.4,1,wallet,False,0
insufficient_funds,64.08,0,card,True,1
insufficient_funds,48.92,3,netbanking,False,0
