txn_id,customer_id,amount,failure_code,payment_method,is_subscription,hours_since_failure,retry_count,preferred_lang
TXN100070,CUST4744,3878.29,insufficient_funds,upi,False,0.0,0,en
TXN100071,CUST8174,541.15,card_declined,netbanking,False,0.0,0,hi
TXN100072,CUST2400,833.57,mandate_revoked,netbanking,False,0.0,0,en
TXN100073,CUST8833,7692.84,debit_instrument_blocked,upi,True,0.0,0,en
TXN100074,CUST4903,8528.45,card_declined,wallet,False,0.0,0,en
TXN100075,CUST1795,3126.01,card_declined,card,True,0.0,0,en
TXN100076,CUST1157,1363.59,debit_instrument_blocked,upi,False,0.0,0,hi
TXN100077,CUST2009,4085.26,do_not_honor,card,False,0.0,0,en
TXN100078,CUST4928,3560.03,card_declined,card,True,0.0,0,hi
TXN100079,CUST9106,383.71,payment_timed_out,card,True,0.0,0,en
TXN100080,CUST5446,1931.49,payment_timed_out,card,True,0.0,0,en
TXN100081,CUST7448,445.09,payment_timed_out,card,True,0.0,0,en
TXN100082,CUST4890,1140.87,debit_instrument_blocked,wallet,True,0.0,0,hi
TXN100083,CUST7986,1866.03,card_declined,wallet,False,0.0,0,en
TXN100084,CUST2278,10100.77,debit_instrument_blocked,netbanking,False,0.0,0,en
TXN100085,CUST5761,217.78,card_declined,netbanking,False,0.0,0,hi
TXN100086,CUST5067,1265.97,card_declined,netbanking,False,0.0,0,en
TXN100087,CUST3471,3577.75,do_not_honor,wallet,True,0.0,0,hi
TXN100088,CUST5840,3524.06,do_not_honor,upi,False,0.0,0,hi
TXN100089,CUST4988,4234.39,insufficient_funds,card,True,0.0,0,hi
TXN100090,CUST9240,669.37,mandate_revoked,upi,False,0.0,0,en
TXN100091,CUST9625,1588.87,insufficient_funds,card,True,0.0,0,en
TXN100092,CUST6714,1138.47,card_declined,netbanking,False,0.0,0,en
TXN100093,CUST8592,6702.72,payment_timed_out,card,True,0.0,0,en
TXN100094,CUST7847,1575.31,payment_timed_out,netbanking,True,0.0,0,hi
TXN100095,CUST4212,1841.0,mandate_revoked,upi,False,0.0,0,hi
TXN100096,CUST6261,2188.66,card_declined,upi,True,0.0,0,hi
TXN100097,CUST5587,488.11,payment_timed_out,netbanking,False,0.0,0,hi
TXN100098,CUST2433,3033.88,do_not_honor,wallet,True,0.0,0,hi
TXN100099,CUST6631,598.61,do_not_honor,wallet,False,0.0,0,en
TXN100100,CUST6568,2171.46,payment_timed_out,upi,False,0.0,0,en
TXN100101,CUST5629,875.26,mandate_revoked,upi,False,0.0,0,hi
TXN100102,CUST1809,5992.62,mandate_revoked,netbanking,False,0.0,0,hi
TXN100103,CUST4354,1877.88,insufficient_funds,upi,False,0.0,0,en
TXN100104,CUST3961,12468.31,do_not_honor,netbanking,False,0.0,0,en
TXN100105,CUST6108,193.64,insufficient_funds,upi,True,0.0,0,en
TXN100106,CUST7071,7131.94,insufficient_funds,wallet,True,0.0,0,en
TXN100107,CUST6258,4272.66,do_not_honor,upi,False,0.0,0,en
TXN100108,CUST7690,2422.45,mandate_revoked,netbanking,False,0.0,0,hi
TXN100109,CUST4847,16435.72,payment_timed_out,card,False,0.0,0,en
TXN100110,CUST1573,433.52,payment_timed_out,netbanking,False,0.0,0,en
TXN100111,CUST1921,2236.31,payment_timed_out,wallet,False,0.0,0,en
TXN100112,CUST6075,6293.14,payment_timed_out,card,False,0.0,0,en
TXN100113,CUST6964,3318.27,card_declined,card,False,0.0,0,en
TXN100114,CUST5350,1238.27,mandate_revoked,card,False,0.0,0,en
TXN100115,CUST8636,3456.29,do_not_honor,card,True,0.0,0,en
TXN100116,CUST3001,1193.66,debit_instrument_blocked,card,False,0.0,0,en
TXN100117,CUST2555,1285.95,do_not_honor,wallet,True,0.0,0,hi
TXN100118,CUST2993,932.6,payment_timed_out,netbanking,False,0.0,0,en
TXN100119,CUST6683,5188.81,mandate_revoked,wallet,True,0.0,0,en
